Timestamp,Please select your country:,What region do you work in?,What city do you work in?,Are you a chartered engineer?,What province do you work in?,What city do you work in?,Select your highest level of professional attainment?,What state do you live in?,What is your highest level of professional attainment?,What state do you work in?,What city do you work in?,Select your highest level of professional attainment?,Select your highest level of education attainment,Company Name (Optional),Company Head Count,What is your job title?,Which best describes your participation in the Civil Engineering industry?,Which sub discipline do you work in?,Do you work in the Public or Private sector?,How many years of post-graduate experience do you have in Civil Engineering?,What is your current salary?,If you received a sign-on bonus how much was it?,How much did you earn in discretionary bonuses?,What is the maximum contribution offered by your employer as a percentage of your salary for an ESOP?,What is the maximum contribution offered by your employer as a percentage of your salary for a 401k?,If you are a compensated with commission how much was your commission?,Is health insurance available?,How many days of paid time off do you receive per  year? (Sick time + Vacation Time),How many days per week do/can you work from home?,How many hours per week do you work on average?,How are you compensated for overtime?,Are you actively looking to change jobs?,Does your employer offer any student loan reimbursement?,Do you have a company vehicle?,"What is your overall job satisfaction considering your pay, work-life balance, benefits, community standing, and all other factors?","What salary would it take for you to change employers for a similar role, assuming the benefits are the same?",If there is any additional relevant information about your job you feel someone who looks at your responses needs to know please provide it below.,Please select your gender,"How many hours of paternity leave does your company offer, if any?","How many hours of maternity leave does your company offer, if any?"
8/30/2022 21:13:58,United States of America,,,,,,,,,Massachusetts,Boston,EIT,Masters Degree,,600,Project Consultant,Full Time,Structural,Private,5,73164,,1000,15,0,0,Yes but I still pay a premium,15,5,40,Straight time (1.0x),No,Yes,No,7,85000,,Male,0,0
8/30/2022 21:14:56,United States of America,,,,,,,,,Missouri,St. Louis,PE,Masters Degree,,120,Asst. Manager,Full Time,Bridges,Private,25,130000,,15000,12000,0,0,Yes and fully covered,25,2,42,Not compensated (Exempt),No,No,No,8,150000,,Male,1 week,3 month
8/30/2022 21:27:04,Australia,,,,,,,Queensland,Professional Engineer,,,,Bachelors Degree,,4000,Lines design engineer,Full Time,Power/Electrical,Public,10,136000,0,0,0,12.5,0,No,32,7,36.225,Time and a half (1.5x),No,No,No,9,150000,,Male,72.45,507
8/30/2022 22:11:01,United States of America,,,,,,,,,Illinois,Chicago,PE,Masters Degree,,450,Structural Engineer,Full Time,Structural,Private,5,81000,5000,3000,0,3,0,Yes and fully covered,18,3,45,Straight time (1.0x),No,No,No,7,110000,,Male,40,480
8/30/2022 22:22:55,United States of America,,,,,,,,,Wisconsin,Madison,None,Bachelors Degree,,3000,Project Engineer,Full Time,Construction/Field,Public,1,54000,,0,6.5,0,0,Yes but I still pay a premium,31,3,43,Straight time (1.0x),No,No,Yes,7,"65,000",,Male,80,
8/30/2022 22:31:19,United States of America,,,,,,,,,New Hampshire,Portsmouth,EIT,Bachelors Degree,,6,Structural engineer in training,Full Time,Structural,Private,3,68000,,1000,0,3,0,Yes and fully covered,15,0,50,Straight time (1.0x),No,No,No,7,78000,,Male,40,40
8/30/2022 23:04:19,United States of America,,,,,,,,,California,Irvine,PE,Masters Degree,,100+,Mid level Engineer,Full Time,Structural,Private,8,110000,,0,0,3.5,0,Yes but I still pay a premium,15,2,40,Straight time (1.0x),No,No,No,7,115000,,Male,2 months,240
8/30/2022 23:25:42,United States of America,,,,,,,,,Missouri,Kansas City,PE,Bachelors Degree,,"2,000",Structural Engineer,Full Time,Structural,Private,10,122998,2000,12000,0,6,0,Yes and fully covered,23,3,45,Not compensated (Exempt),No,Yes,No,8,150000,,Male,80,480
8/30/2022 23:52:30,United States of America,,,,,,,,,Pennsylvania,Philadelphia,PE,Bachelors Degree,Gannett Fleming,3500,Senior Project Engineer,Full Time,Transportation,Private,10,95264,0,800,1,6,0,Yes but I still pay a premium,16,3,40,Straight time (1.0x),No,Yes,No,8,13000,,Male,80,80
8/31/2022 4:52:04,United States of America,,,,,,,,,Ohio,Columbus,PE,Bachelors Degree,,100,Transmission line engineer 4,Full Time,Power/Electrical,Private,5,94000,,0,0,750,0,Yes but I still pay a premium,28,5,40,Straight time (1.0x),Yes,No,No,6,115000,,Male,40,Idk
8/31/2022 6:26:36,United States of America,,,,,,,,,Louisiana,New orleans ,PE,Masters Degree,,120,Civil/structural engineer,Full Time,Structural,Private,9,113000,0,11000,0,6,0,Yes and fully covered,15,0,40,Straight time (1.0x),Yes,No,No,7,135000,,Male,0,
8/31/2022 6:41:38,United States of America,,,,,,,,,Missouri,Kansas City,PE,Masters Degree,,"9,000",Senior Structural Engineer,Full Time,Structural,Private,8.5,95000,,30000,13,3,0,Yes but I still pay a premium,20,2,45,Straight time (1.0x),No,No,No,7,150000,,Male,40,40
8/31/2022 6:57:11,United States of America,,,,,,,,,Michigan,Southfield,PE,Masters Degree,,"50,000",Structural Engineer,Full Time,Structural,Private,5,95400,0,0,0,3,0,Yes but I still pay a premium,4,3,40,Straight time (1.0x),No,Yes,No,7,110000,,Male,80,160
8/31/2022 7:51:16,United States of America,,,,,,,,,Michigan,Ann arbor ,EIT,Bachelors Degree,HDR,10000,Transmission line EIT II ,Full Time,Power/Electrical,Private,3.8,74500,0,3000,0,5,0,Yes and fully covered,15,3,50,Not compensated (Exempt),No,No,No,8,85000,I also do a lot of work as a PM for the client such as schedule site visits order material run estimates and have meetings with construction ,Male,Unsure,Unsure
8/31/2022 7:51:22,United States of America,,,,,,,,,Massachusetts,Boston,PE,Masters Degree,,12,Froensic Engineer ,Part Time,Structural,Private,7,108000,,0,0,3,6000,Yes but I still pay a premium,18,5,24,Bonus structure ,No,No,No,7,130000,,Male,0,0
8/31/2022 8:21:22,United States of America,,,,,,,,,Virginia,Chantilly,EIT,Masters Degree,,30,Project Engineer,Full Time,Transportation,Private,3,71500,,4000,0,100,0,Yes and fully covered,21,0,40,Not compensated (Exempt),No,No,No,7,90000,,Male,0,
8/31/2022 8:35:55,United States of America,,,,,,,,,North Carolina,Raleigh,PE,Bachelors Degree,,20,Engineer,Full Time,Structural,Private,20,98000,,4000,0,8,0,Yes and fully covered,14,4,40,Not compensated (Exempt),No,No,No,9,150000,,Male,0,unsure
8/31/2022 8:49:18,United States of America,,,,,,,,,Montana,Missoula,PE,Bachelors Degree,,40,Project Manager,Full Time,Structural,Private,8,110000,15000,3000,0,3,5000,Yes and fully covered,25,0,43,Time and a half (1.5x),No,No,No,8,120000,,Male,10,20
8/31/2022 9:02:25,United Kingdom,London,Greater London,No,,,,,,,,,Masters Degree,JMS,200+,Senior Civil Engineer,Full Time,Power/Electrical,Private,7,66000,,1000,5,0,10,Yes and fully covered,42,5,38,Straight time (1.0x),No,Yes,No,9,80000,"Have mixture of Design and Construction experience, also TWC and near Chartership.",Male,38,
8/31/2022 9:32:33,Canada,,,,British Columbia,Victoria ,None,,,,,,Technology Diploma ,,12,Structural Technologist ,Full Time,Structural,Private,2,60000,0,5000,0,0,0,No,2 weeks ,0,5,Time and a half (1.5x),Yes,No,No,6,75000,,Male,Not sure ,Not sure 
8/31/2022 9:49:24,United States of America,,,,,,,,,North Carolina,Charlotte,PE,Masters Degree,Dewberry,2500,Project Manager,Full Time,Bridges,Private,11,105000,,0,0,4,0,Yes but I still pay a premium,15,0,40,Straight time (1.0x),Yes,Yes,No,5,120000,,Male,0,
8/31/2022 9:59:30,United Kingdom,Yorkshire and the HUmber,Wales,No,,,,,,,,,Bachelors Degree,,4,Civil Manager Engineer,Full Time,Construction/Field,Private,2,0000,,0000,0000,0000,0000,Yes but I still pay a premium,0000,0000,0000,0000,Yes,Yes,Yes,10,0000,,Male,0000,0000
8/31/2022 10:09:20,United States of America,,,,,,,,,California,San Francisco,PE,Bachelors Degree,,5,Associate Engineer,Full Time,Structural,Private,8,114700,,500,0,0,0,Yes and fully covered,20,5,40,Time and a half (1.5x),Yes,No,No,6,140000,,Male,0,0
8/31/2022 10:30:00,United States of America,,,,,,,,,Nebraska,Omaha,PE,Masters Degree,,5000,Geotechnical Engineer,Full Time,Geotechnical,Private,6,72000,1000,4000,0,7,0,Yes and fully covered,20,Unlimited,45,Not compensated (Exempt),Yes,Yes,Yes,6,85000,,Male,0,n/a
8/31/2022 11:01:47,United States of America,,,,,,,,,Virginia,Blacksburg,EIT,Bachelors Degree,,15,Design Engineer,Full Time,Land Development,Private,2,60000,0,3000,0,3,0,No,15,1,40,Not compensated (Exempt),No,No,No,8,70000,,Male,40,240
8/31/2022 11:34:47,United States of America,,,,,,,,,California,Chico (but work from home),EIT,Bachelors Degree,,17,Project Engineer,Full Time,Power/Electrical,Private,1,60000,,5000,5,5,0,No,10,5,50,Not compensated (Exempt),No,No,No,7,70000,,Male,0,
8/31/2022 11:45:25,United States of America,,,,,,,,,Washington,Seattle,EIT,Bachelors Degree,,2000+,Project Manager,Full Time,Geotechnical,Private,3,94000,,5000,0,4,0,Yes and fully covered,15,Rarely,43,Straight time (1.0x),Yes,No,No,6,105000,,Male,unsure,unsure
8/31/2022 12:20:19,Canada,,,,British Columbia,Vancouver,PE,,,,,,Bachelors Degree,,300,Design Engineer,Full Time,Government/Municipal,Private,5,90000,,1000,0,0,0,Yes and fully covered,22,5,40,Straight time (1.0x),No,No,No,8,100000,,Male,0,
8/31/2022 13:04:07,United States of America,,,,,,,,,Georgia,Columbus ,PE,Bachelors Degree,,20,Project Engineer ,Full Time,Land Development,Private,5,70000,0,5000,0,4,0,Yes but I still pay a premium,10,0,40,Not compensated (Exempt),No,No,No,8,95000,,Male,80,
8/31/2022 15:49:07,United States of America,,,,,,,,,Texas,Dallas,PE,Masters Degree,AECOM,"51,000",Civil Engineer II,Full Time,Transportation,Private,5,79460,1500,0,0,3,0,Yes but I still pay a premium,8,3,40,Straight time (1.0x),No,Yes,No,7,"100,000",,Male,80,400
8/31/2022 17:43:04,United States of America,,,,,,,,,Florida,Miami,PE,Bachelors Degree,,10000,Ports and Marine Engineer,Full Time,Maritime,Private,5,105000,,0,4,4,0,Yes but I still pay a premium,21,1,40,Not compensated (Exempt),No,No,No,7,130000,,Male,80,
8/31/2022 17:56:03,United States of America,,,,,,,,,Virginia,Reston,EIT,Bachelors Degree,,50000,Civil/Structural Engineer,Full Time,Structural,Private,0,68000,10000,0,0,6,0,Yes and fully covered,20,Once a week every 2 weeks,40,Not compensated (Exempt),No,Yes,No,7,75000,,Male,Not sure,Not sure
8/31/2022 19:15:49,United States of America,,,,,,,,,New Jersey,Greater Philadelphia,EIT,Bachelors Degree,County,6 Engineers,Engineer,Full Time,Government/Municipal,Public,1,68211,,0,0,0,0,Yes but I still pay a premium,30,0,37.5,Generally capped at 37.5 hours,No,Yes,Yes,7,80000,"Union job for local government (County). Union is optional to join. ~5% pay increases yearly overall, goes up 1 step plus COL increase",Male,"Unsure, union agreement not on hand. You have FMLA leave which is 12 weeks, plus any accrued sick or vacation time. Might be more",Same answer as above
8/31/2022 20:07:57,United States of America,,,,,,,,,Indiana,Hobart,EIT,Bachelors Degree,,250,Deputy City Engineer,Full Time,Construction/Field,Public,0,60000,0,0,0,0,0,Yes but I still pay a premium,0,0,42,Straight time (1.0x),No,No,Yes,7,70000,"Graduated December 21 and started January 22, no real complaints. I’m under paid for the position but i had no experience going in. ",Male,0,0
8/31/2022 20:32:12,United States of America,,,,,,,,,North Carolina,Raleigh ,PE,Bachelors Degree,,5000,Project Enginwer ,Full Time,Land Development,Private,6,94000,,30000,0,18,0,Yes and fully covered,20,2,45,Not compensated (Exempt),No,No,No,9,120000,,Male,30,80
8/31/2022 20:57:56,United States of America,,,,,,,,,Pennsylvania,Harrisburg,PE,Bachelors Degree,,250,Project Engineer,Full Time,Land Development,Public,11,98280,0,4500,0,3,0,Yes but I still pay a premium,23,5,45,Straight time (1.0x),No,No,No,8,120000,,Male,0,0
8/31/2022 21:10:25,United States of America,,,,,,,,,Virginia,Richmond,PE,Bachelors Degree,,500,Structural Engineer,Full Time,Heavy Industrial,Private,10,93600,,800,3,3,0,Yes but I still pay a premium,20,4,40,Straight time (1.0x),No,Yes,No,7,105000,,Male,0,80
8/31/2022 23:48:56,United States of America,,,,,,,,,California,Los Angeles,EIT,Bachelors Degree,,600,Civil Designer,Full Time,Transportation,Private,0,70000,3000,0,4,2,0,Yes and fully covered,18,2,40,Time and a half (1.5x),Yes,No,No,7,90000,,Male,idk,idk
9/1/2022 2:03:43,United States of America,,,,,,,,,California,Ontario,None,Bachelors Degree,,350,Civil Designer ,Full Time,Land Development,Private,3,69000,,2500,0,100,0,Yes and fully covered,14,2,42,Time and a half (1.5x),No,No,No,6,77000,,Male,0,0
9/1/2022 2:39:47,Australia,,,,,,,New South Wales,Professional Engineer,,,,Bachelors Degree,,4000,Senior Civil Engineer ,Full Time,Mining,Private,12,100000,0,0,0,0,0,Yes but I still pay a premium,5 weeks,2,40,Straight time (1.0x),No,No,No,8,130000,,Male,480,489
9/1/2022 5:38:03,United States of America,,,,,,,,,Arizona,Phoenix,EIT,Masters Degree,Stanley Consultants Inc.,1700,Civil Engineer EIT,Full Time,Government/Municipal,Private,2,69000,,0,0,4,0,Yes but I still pay a premium,15,2,50,Time and a half (1.5x),Yes,No,No,2,85000,,Female,,NA
9/1/2022 8:07:06,Argentina,,,,,,,,,,,,Bachelors Degree,Gimenez Arquitectura,25,Structural engineer,Full Time,Structural,Private,7,5000,0,0,0,0,0,No,16,1,35,Time and a half (1.5x),Yes,No,No,7,6500+,,Male,10,10
9/1/2022 8:34:33,United States of America,,,,,,,,,New York,Queens,None,Bachelors Degree,,100,Project Engineer,Full Time,Transportation,Public,0,65000,,0,0,15,0,Yes but I still pay a premium,7,0,40,Not compensated (Exempt),Yes,No,No,4,80000,,Male,0,0
9/1/2022 9:40:20,United States of America,,,,,,,,,New York,NYC,EIT,Masters Degree,,4,Project Manager,Full Time,Geotechnical,Private,6,97500,,15000,5,3,0,Yes but I still pay a premium,18,5,40,Straight time (1.0x),No,No,No,8,115000,,Male,8,12
9/1/2022 10:01:47,United States of America,,,,,,,,,Iowa,Iowa city,EIT,Bachelors Degree,,10,Engineer,Full Time,Bridges,Public,0,0,,0,0,0,0,Yes and fully covered,0,0,0,Not compensated (Exempt),No,No,No,1,0,,Male,0,0
9/1/2022 10:32:56,United States of America,,,,,,,,,Virginia,Richmond ,PE,Bachelors Degree,,800,Project Engineer ,Full Time,Transportation,Private,5,75000,,2500,0,5,0,Yes and fully covered,15,Flexible ,40,Straight time (1.0x),No,No,No,9,90000,,Female,,
9/1/2022 10:45:37,United States of America,,,,,,,,,Connecticut,Hartford,PE,Bachelors Degree,,3500,Structural Engineer 1,Full Time,Bridges,Private,5,87342,,0,0,4.5,0,Yes but I still pay a premium,15,5,42,Straight time (1.0x),No,No,No,8,100000,,Male,80,400
9/1/2022 10:57:17,United States of America,,,,,,,,,Minnesota,St. Paul,EIT,Bachelors Degree,,5500,Civil Analyst,Full Time,Structural,Private,1,73000,2500,3000,0,4,0,Yes but I still pay a premium,23,0,43,Not compensated (Exempt),No,No,No,4,76000,46 hours per week is the expected hours per week and is accounted for in a year-end bonus. ,Female,,80
9/1/2022 10:59:22,United States of America,,,,,,,,,Colorado,Denver,EIT,Bachelors Degree,,250,Project Engineer,Full Time,Power/Electrical,Private,7,108000,,4000,0,5,0,Yes and fully covered,23,5,45,Not compensated (Exempt),No,Yes,No,5,120000,,Male,80,80
9/1/2022 11:42:17,United States of America,,,,,,,,,Florida,Sarasota ,PE,Bachelors Degree,,10,Engineer ,Full Time,Land Development,Private,5,95000,5000,4000,0,4,0,Yes but I still pay a premium,16,0,47,Not compensated (Exempt),Yes,No,No,6,100000,,Male,0,
9/1/2022 11:53:24,Canada,,,,British Columbia,Vancouver,EIT,,,,,,Bachelors Degree,,"50,000+",Junior Structural Engineer,Full Time,Ports and Marine ,Private,0,68000,0,0,4,4,0,Yes but I still pay a premium,3 weeks + 5 wellness days ,Flexible depending on project specifics ,37.5,Time and a half (1.5x),No,No,No,8,75000,,Male,not sure,not sure
9/1/2022 12:29:05,United States of America,,,,,,,,,Florida,Orlando,EIT,Bachelors Degree,,N/A,Structural engineer,Full Time,Structural,Private,2,75000,,2000,0,7.5,0,Yes but I still pay a premium,15,As needed,45,Not compensated (Exempt),No,No,No,6,85000,,Male,Don't know,
9/1/2022 14:16:57,United States of America,,,,,,,,,Texas,Houston,EIT,Bachelors Degree,,15,Graduate Engineer,Full Time,Land Development,Private,3,78000,3000,0,0,3,0,Yes but I still pay a premium,10,1,40,Not compensated (Exempt),Yes,No,No,7,85000,,Male,0,
9/1/2022 15:30:17,United States of America,,,,,,,,,Arizona,Phoenix,PE,Masters Degree,WSP,30000,Senior Engineer,Full Time,Water Resources,Public,15,99000,,0,0,3,0,Yes but I still pay a premium,20,5,45,Not compensated (Exempt),Yes,No,No,3,130%,,Male,0,0
9/1/2022 15:41:55,United States of America,,,,,,,,,Minnesota,Saint Paul,EIT,Bachelors Degree,Minnesota Department if Transportation,5000+,Graduate Engineer 2,Full Time,Water Resources,Public,3,68000,,0,0,0,0,Yes but I still pay a premium,15,5,40,Straight time (1.0x),Yes,No,No,7,"75,000+","Great place to work, but working for the state comes with expected lower pay.",Male,Unsure,Unsure
9/1/2022 17:11:22,Croatia,,,,,,,,,,,,Masters Degree,,60,Site engineer,Full Time,Construction/Field,Private,0,1100,,0,0,0,0,Yes and fully covered,20,0,50,Not compensated (Exempt),No,No,No,5,1400,,Male,0,0
9/1/2022 18:33:06,United States of America,,,,,,,,,South Carolina,Greenville,PE,Bachelors Degree,,55,Project Manager,Full Time,Structural,Private,7,98000,12000,2500,0,3,0,Yes and fully covered,24,2,44,Not compensated (Exempt),No,No,No,7,"140,000",,Male,0,0
9/1/2022 21:19:45,United States of America,,,,,,,,,Colorado,Denver,PE,Bachelors Degree,,40,Traffic Engineer,Full Time,Transportation,Private,6,94850,,12000,3,4.5,0,Yes and fully covered,4 weeks,5,40,Straight time (1.0x),No,No,No,9,110000,I have PTOE.,Male,0,0
9/1/2022 21:59:21,United States of America,,,,,,,,,Pennsylvania,Doylestown ,EIT,Bachelors Degree,,200-300,EIT,Full Time,Land Development,Public,2,69000,2000,0,0,2000,0,Yes but I still pay a premium,15,1,40,Time and a half (1.5x),No,No,No,8,75000,N/A,Male,0,Unsure
9/1/2022 22:36:05,United States of America,,,,,,,,,Florida,Orlando,EIT,Masters Degree,,9000,Assistant Civil/Structural Engineer,Full Time,Structural,Private,0.25,72000,5000,0,8000,2000,0,Yes and fully covered,15,2,43,Straight time (1.0x),No,Yes,Yes,7,90000,,Male,40,200
9/1/2022 23:07:50,United States of America,,,,,,,,,Washington,Edmonds,PE,Masters Degree,CG Engineering,30,Project Manager,Full Time,Structural,Private,10,95000,,10000,0,3,0,Yes but I still pay a premium,20,0,40,Time and a half (1.5x),Yes,No,No,7,115000,,Male,0,0
9/1/2022 23:08:21,United States of America,,,,,,,,,California,Oakland,EIT,Bachelors Degree,,50,Design Engineer II,Full Time,Transportation,Private,3,72000,,1000,0,5,0,Yes and fully covered,19,2,40,Time and a half (1.5x),No,No,No,8,85000,,Male,not sure,not sure
9/2/2022 5:33:47,United States of America,,,,,,,,,Texas,San marcos,EIT,Bachelors Degree,,1000,Field Engineer,Full Time,Construction/Field,Private,0,65000,,0,0,6,0,Yes but I still pay a premium,4 weeks,0,50,Not compensated (Exempt),No,No,Yes,9,75000,,Female,,Not sure 
9/2/2022 6:06:40,United States of America,,,,,,,,,California,Los Angeles,EIT,Bachelors Degree,,50,Civil Engineer,Full Time,Water Resources,Private,2,70000,0,0,0,0,0,Yes and fully covered,20,2,40,Not compensated (Exempt),No,No,Yes,8,95000,Job is great. WLB depends on your time management skills ,Male,Not sure,Not sure but we offer it
9/2/2022 9:23:15,United States of America,,,,,,,,,Wisconsin,Madison,PE,Bachelors Degree,,70,Project Leader,Full Time,Land Development,Private,7,93000,,2000,0,3,0,Yes and fully covered,18,5,43,Straight time (1.0x),No,No,No,7,"100,000",,Male,0,
9/2/2022 10:35:13,United States of America,,,,,,,,,Florida,Orlando,PE,Bachelors Degree,,12,Project Engineer,Full Time,Geotechnical,Private,9,60000,,5000,0,0,0,No,10,0,45,Time and a half (1.5x),No,Yes,Yes,10,100000,,Female,,0
9/2/2022 14:16:59,United States of America,,,,,,,,,Pennsylvania,Pittsburgh,EIT,Bachelors Degree,,700,Civil Engineer ,Full Time,Construction/Field,Private,2,66560,,0,4,4,0,Yes but I still pay a premium,14,0,42,Straight time (1.0x),No,No,Yes,7,80000,,Male,120,120
9/2/2022 16:19:34,United States of America,,,,,,,,,Ohio,Columbus,EIT,Bachelors Degree,,30,Civil designer,Full Time,Land Development,Private,3,69000,,1000,0,6,0,Yes but I still pay a premium,15,1,40,Not compensated (Exempt),No,No,No,7,80000,,Male,0,
9/2/2022 17:18:39,United States of America,,,,,,,,,Arizona,Gilbert,EIT,Bachelors Degree,,8,Development engineer,Full Time,Government/Municipal,Public,2,75000,,0,0,0,0,Yes and fully covered,25,5,40,Not compensated (Exempt),No,Yes,Yes,10,90000,,Male,160,160
9/2/2022 18:42:44,United States of America,,,,,,,,,Washington,Seattle,EIT,Bachelors Degree,,6000,Assistant Project Manager,Full Time,Construction/Field,Public,3,95000,3000,5000,0,4,0,Yes and fully covered,14,1-2,50-60,Not compensated (Exempt),No,No,No,6,120000,,Male,820,820
9/2/2022 20:22:31,Canada,,,,Alberta,Calgary,EIT,,,,,,Bachelors Degree,,4500,Field Coordinator,Full Time,Construction/Field,Private,1,67400,3000,2500,0,5,0,Yes but I still pay a premium,25,0,55,Not compensated (Exempt),No,No,No,6,75000,,Male,0,idk
9/2/2022 20:30:42,Canada,,,,Ontario,Oakville ,PE,,,,,,Bachelors Degree,,500,Geotechnical engineer,Full Time,Geotechnical,Private,5,80000,,0,0,3,0,Yes and fully covered,25,2,50,Straight time (1.0x),No,No,No,7,90000,,Male,0,
9/2/2022 21:30:28,United States of America,,,,,,,,,Texas,Lubbock,EIT,Masters Degree,,60,Project Manager ,Full Time,Geotechnical,Private,4,70000,,1200,0,2,0,Yes but I still pay a premium,27,0,40,Not compensated (Exempt),No,No,Yes,6,95000,,Male,0,0
9/2/2022 21:49:10,United States of America,,,,,,,,,Washington,Pasco,PE,Masters Degree,,"30,000",Geotechnical Engineer,Full Time,Geotechnical,Public,12,92500,0,0,0,5,0,Yes but I still pay a premium,448,5,40,Straight time (1.0x),Yes,No,No,8,"100,000",,Male,240,240
9/2/2022 22:22:02,United States of America,,,,,,,,,California,Torrance,PE,Bachelors Degree,,60,Professional Engineer,Full Time,Government/Municipal,Public,9,103000,,0,0,0,0,Yes but I still pay a premium,24,0,45,Time and a half (1.5x),No,No,No,8,130000,,Male,16,
9/3/2022 0:41:00,United States of America,,,,,,,,,New York,White Plains,EIT,Masters Degree,,2,Principal,Full Time,Construction/Field,Private,23,350000,,0,0,0,0,Yes and fully covered,20,5,40,Straight time (1.0x),No,No,No,10,1000000,,Male,N/A,0
9/3/2022 11:46:59,United States of America,,,,,,,,,New York,Buffalo,EIT,Bachelors Degree,,50,Project Engineer,Full Time,Construction/Field,Private,1,44000,,0,0,0,0,Yes but I still pay a premium,14,0,50,Time and a half (1.5x),Yes,No,No,3,55000,,Male,0,0
9/3/2022 16:03:10,United States of America,,,,,,,,,Virginia,Virginia Beach,EIT,Bachelors Degree,,1000,Assistant Engineer,Full Time,Water Resources,Private,0,75000,3000,0,0,8,0,Yes and fully covered,15,2,40,Straight time (1.0x),No,Yes,No,9,90000,,Male,0,
9/3/2022 16:43:22,United States of America,,,,,,,,,Pennsylvania,Philadelphia,PE,Masters Degree,,20000,Senior Engineer,Full Time,Bridges,Private,4,110000,,8000,0,7,0,Yes but I still pay a premium,25,4,40,Not compensated (Exempt),No,Yes,No,8,130000,,Male,400,400
9/3/2022 19:56:30,United States of America,,,,,,,,,Maine,Augusta,PE,Bachelors Degree,MaineDOT,2000,Transportation Engineer II,Full Time,Bridges,Public,9,80000,,0,0,0,0,Yes but I still pay a premium,30,2,40,Not compensated (Exempt),No,No,No,9,90000,"Low cost of living, rural area",Male,160,160
9/3/2022 20:16:16,United States of America,,,,,,,,,Virginia,Richmond ,PE,Masters Degree,,1100,Traffic engineer ,Full Time,Transportation,Private,7,87000,0,0,7,0,0,Yes but I still pay a premium,25,5,40,Straight time (1.0x),No,No,No,7,100000,,Male,10,0
9/4/2022 13:01:45,United States of America,,,,,,,,,Washington,walla walla ,EIT,Bachelors Degree,,25,engineering technician,Full Time,Government/Municipal,Public,0,63000,0,0,10,0,0,Yes and fully covered,70,0,40,Straight time (1.0x),No,No,No,8,74000,,Male,0,
9/4/2022 13:51:38,United States of America,,,,,,,,,Texas,Houston,PE,Masters Degree,,Small,Staff Engineer,Full Time,Land Development,Private,6,120000,,5000,0,3,0,Yes but I still pay a premium,14,3,42,Not compensated (Exempt),No,No,No,9,NA,,Prefer not to say,3 weeks,3 weeks
9/4/2022 14:41:04,United States of America,,,,,,,,,Delaware,Wilmington,EIT,Bachelors Degree,,Idk,Highway Engineer,Full Time,Transportation,Private,0,72000,0,0,0,0,0,Yes and fully covered,18,5,40,Straight time (1.0x),No,Yes,No,8,80000,,Male,0,0
9/4/2022 15:37:29,Ireland ,,,,,,,,,,,,High School Diploma,,21,Shop assistant ,Part Time,Shop ,Private,0,0,0,0,0,0,0,No,0,0,0,Not compensated (Exempt),Yes,No,No,1,0,0,Male,0,0
9/4/2022 18:08:43,Australia,,,,,,,New South Wales,Professional Engineer,,,,Bachelors Degree,Crossroads Civil Design,15,Civil Engineer,Full Time,Transportation,Private,3,93000,,0,0,0,0,No,30,2,40,Time and a half (1.5x),No,No,No,9,110,,Male,unsure,unsure
9/4/2022 20:05:45,United States of America,,,,,,,,,District of Columbia,WDC,EIT,Bachelors Degree,,7000,Project Engineer,Full Time,Utilities,Public,3,105000,0,0,0,10,0,Yes and fully covered,30,5,45,Not compensated (Exempt),Yes,Yes,No,10,15000,,Female,,90
9/4/2022 22:07:53,United States of America,,,,,,,,,Connecticut,Stratford,EIT,Bachelors Degree,,200,Senior Inspector,Full Time,Construction/Field,Private,6,124800,,0,0,4,0,Yes but I still pay a premium,15,0,40,Time and a half (1.5x),No,No,No,8,140000,,Male,0,
9/4/2022 23:57:38,United States of America,,,,,,,,,Colorado,Dss,PE,Doctorate Degree,,Se,Ddd,Part Time,Geotechnical,Private,22,22,33,111,111,111,221,No,Sw,Ww,Sw,Not compensated (Exempt),No,No,No,2,Www1q,111,Attack helicopter,2882,292929
9/5/2022 0:25:41,United States of America,,,,,,,,,New Jersey,Cherry Hill,EIT,Bachelors Degree,HNTB,3400,Engineer I,Full Time,Transportation,Private,0,73000,,0,2,2,0,Yes but I still pay a premium,23,0,40,Straight time (1.0x),No,Yes,No,6,90000,,Male,Not sure,Not sure
9/5/2022 0:29:31,United States of America,,,,,,,,,Texas,Celina,None,4.5 years of college,,1250,Intern,Full Time,Land Development,Public,0,37440,,0,0,0,0,No,0,0 Unless Sick,40-50,Time and a half (1.5x),Yes,No,No,3,75000,,Male,0,
9/5/2022 10:16:01,United Kingdom,London,london,Yes,,,,,,,,,Bachelors Degree,,20,seniot civil,Full Time,Construction/Field,Private,20,60000,,600,10,5,1,Yes and fully covered,22,2,40,Not compensated (Exempt),No,No,No,7,70000,,Prefer not to say,80,160
9/5/2022 13:41:57,United Kingdom,London,London,No,,,,,,,,,Masters Degree,,20000,Graduate Civil Engineer,Full Time,Highways and Water Resources,Private,1,28500,,0,0,5,0,Yes and fully covered,35,4,40,Not compensated (Exempt),No,No,No,7,40000,,Male,100,
9/5/2022 14:16:35,United States of America,,,,,,,,,North Carolina,Charlotte,PE,Bachelors Degree,,600,Project Manager,Full Time,Water Resources,Public,15,105000,,0,0,3,0,Yes but I still pay a premium,20,2,45,Not compensated (Exempt),No,No,No,8,125000,,Male,0,Don’t know
